District,2005,2010,2038,2050
1_1_xxx,1.556,1.556,0.9,0.9
2_2_xxx,1.556,1.556,0.9,0.9
3_3_xxx,1.556,1.556,0.9,0.9
4_4_xxx,1.556,1.556,0.9,0.9
5_5_xxx,1.556,1.556,0.9,0.9
6_6_xxx,1.556,1.556,0.9,0.9
7_7_xxx,1.556,1.556,0.9,0.9
8_8_xxx,1.556,1.556,0.9,0.9
9_9_xxx,0.128,0.128,0.128,0.128
10_10_xxx,1.556,1.556,0.9,0.9
11_11_xxx,1.556,1.556,0.9,0.9
12_12_xxx,0.128,0.128,0.128,0.128
13_13_xxx,1.556,1.556,0.9,0.9
14_14_xxx,1.556,1.556,0.9,0.9
15_15_xxx,1.556,1.556,0.9,0.9
16_16_xxx,1.556,1.556,0.9,0.9
17_17_xxx,1.556,1.556,0.9,0.9
18_18_xxx,1.556,1.556,0.9,0.9
19_19_xxx,0.128,0.128,0.128,0.128
20_20_xxx,1.556,1.556,0.9,0.9
21_21_xxx,1.556,1.556,0.9,0.9
22_22_xxx,1.556,1.556,0.9,0.9
23_23_xxx,1.556,1.556,0.9,0.9
24_24_xxx,1.556,1.556,0.9,0.9
25_25_xxx,1.556,1.556,0.9,0.9
26_26_xxx,1.556,1.556,0.9,0.9
27_27_xxx,1.556,1.556,0.9,0.9
28_28_xxx,1.556,1.556,0.9,0.9
29_29_xxx,1.556,1.556,0.9,0.9
30_30_xxx,1.556,1.556,0.9,0.9
31_31_xxx,0.128,0.128,0.128,0.128
32_32_xxx,1.556,1.556,0.9,0.9
33_33_xxx,1.556,1.556,0.9,0.9
34_34_xxx,1.556,1.556,0.9,0.9
35_35_xxx,0.128,0.128,0.128,0.128
36_36_xxx,0.128,0.128,0.128,0.128
37_37_xxx,1.556,1.556,0.9,0.9
38_38_xxx,1.556,1.556,0.9,0.9
39_39_xxx,1.556,1.556,0.9,0.9
40_40_xxx,1.556,1.556,0.9,0.9
41_41_xxx,1.556,1.556,0.9,0.9
42_42_xxx,1.556,1.556,0.9,0.9
43_43_xxx,1.556,1.556,0.9,0.9
44_44_xxx,1.556,1.556,0.9,0.9
45_45_xxx,1.556,1.556,0.9,0.9
46_46_xxx,1.556,1.556,0.9,0.9
47_47_xxx,1.556,1.556,0.9,0.9
48_48_xxx,0.128,0.128,0.128,0.128
49_49_xxx,1.556,1.556,0.9,0.9
50_50_xxx,1.556,1.556,0.9,0.9
51_51_xxx,0.128,0.128,0.128,0.128
52_52_xxx,1.556,1.556,0.9,0.9
53_53_xxx,1.556,1.556,0.9,0.9
54_54_xxx,1.556,1.556,0.9,0.9
55_55_xxx,1.556,1.556,0.9,0.9
56_56_xxx,1.556,1.556,0.9,0.9
57_57_xxx,1.556,1.556,0.9,0.9
58_58_xxx,0.128,0.128,0.128,0.128
59_59_xxx,1.556,1.556,0.9,0.9
60_60_xxx,1.556,1.556,0.9,0.9
61_61_xxx,1.556,1.556,0.9,0.9
62_62_xxx,1.556,1.556,0.9,0.9
63_63_xxx,1.556,1.556,0.9,0.9
64_64_xxx,1.556,1.556,0.9,0.9
65_65_xxx,1.556,1.556,0.9,0.9
66_66_xxx,1.556,1.556,0.9,0.9
67_67_xxx,1.556,1.556,0.9,0.9
68_68_xxx,1.556,1.556,0.9,0.9
69_69_xxx,1.556,1.556,0.9,0.9
70_70_xxx,0.128,0.128,0.128,0.128
71_71_xxx,1.556,1.556,0.9,0.9
72_72_xxx,1.556,1.556,0.9,0.9
73_73_xxx,1.556,1.556,0.9,0.9
74_74_xxx,0.128,0.128,0.128,0.128
75_75_xxx,0.128,0.128,0.128,0.128
76_76_xxx,1.556,1.556,0.9,0.9
77_77_xxx,1.556,1.556,0.9,0.9
78_78_xxx,1.556,1.556,0.9,0.9
79_79_xxx,1.556,1.556,0.9,0.9
80_80_xxx,1.556,1.556,0.9,0.9
81_81_xxx,1.556,1.556,0.9,0.9
82_82_xxx,1.556,1.556,0.9,0.9
83_83_xxx,1.556,1.556,0.9,0.9
84_84_xxx,1.556,1.556,0.9,0.9
85_85_xxx,1.556,1.556,0.9,0.9
86_86_xxx,1.556,1.556,0.9,0.9
87_87_xxx,0.128,0.128,0.128,0.128
88_88_xxx,1.556,1.556,0.9,0.9
89_89_xxx,1.556,1.556,0.9,0.9
90_90_xxx,0.128,0.128,0.128,0.128
91_91_xxx,1.556,1.556,0.9,0.9
92_92_xxx,1.556,1.556,0.9,0.9
93_93_xxx,1.556,1.556,0.9,0.9
94_94_xxx,1.556,1.556,0.9,0.9
95_95_xxx,1.556,1.556,0.9,0.9
96_96_xxx,1.556,1.556,0.9,0.9
97_97_xxx,0.128,0.128,0.128,0.128
98_98_xxx,1.556,1.556,0.9,0.9
99_99_xxx,1.556,1.556,0.9,0.9
100_100_xxx,1.556,1.556,0.9,0.9
101_101_xxx,1.556,1.556,0.9,0.9
102_102_xxx,1.556,1.556,0.9,0.9
103_103_xxx,1.556,1.556,0.9,0.9
104_104_xxx,1.556,1.556,0.9,0.9
105_105_xxx,1.556,1.556,0.9,0.9
106_106_xxx,1.556,1.556,0.9,0.9
107_107_xxx,1.556,1.556,0.9,0.9
108_108_xxx,1.556,1.556,0.9,0.9
109_109_xxx,0.128,0.128,0.128,0.128
110_110_xxx,1.556,1.556,0.9,0.9
111_111_xxx,1.556,1.556,0.9,0.9
112_112_xxx,1.556,1.556,0.9,0.9
113_113_xxx,0.128,0.128,0.128,0.128
114_114_xxx,0.128,0.128,0.128,0.128
115_115_xxx,1.556,1.556,0.9,0.9
116_116_xxx,1.556,1.556,0.9,0.9
117_117_xxx,1.556,1.556,0.9,0.9
118_118_xxx,1.556,1.556,0.9,0.9
119_119_xxx,1.556,1.556,0.9,0.9
120_120_xxx,1.556,1.556,0.9,0.9
121_121_xxx,1.556,1.556,0.9,0.9
122_122_xxx,1.556,1.556,0.9,0.9
123_123_xxx,1.556,1.556,0.9,0.9
124_124_xxx,1.556,1.556,0.9,0.9
125_125_xxx,1.556,1.556,0.9,0.9
126_126_xxx,0.128,0.128,0.128,0.128
127_127_xxx,1.556,1.556,0.9,0.9
128_128_xxx,1.556,1.556,0.9,0.9
129_129_xxx,0.128,0.128,0.128,0.128
130_130_xxx,1.556,1.556,0.9,0.9
131_131_xxx,1.556,1.556,0.9,0.9
132_132_xxx,1.556,1.556,0.9,0.9
133_133_xxx,1.556,1.556,0.9,0.9
134_134_xxx,1.556,1.556,0.9,0.9
135_135_xxx,1.556,1.556,0.9,0.9
136_136_xxx,0.128,0.128,0.128,0.128
137_137_xxx,1.556,1.556,0.9,0.9
138_138_xxx,1.556,1.556,0.9,0.9
139_139_xxx,1.556,1.556,0.9,0.9
140_140_xxx,1.556,1.556,0.9,0.9
141_141_xxx,1.556,1.556,0.9,0.9
142_142_xxx,1.556,1.556,0.9,0.9
143_143_xxx,1.556,1.556,0.9,0.9
144_144_xxx,1.556,1.556,0.9,0.9
145_145_xxx,1.556,1.556,0.9,0.9
146_146_xxx,1.556,1.556,0.9,0.9
147_147_xxx,1.556,1.556,0.9,0.9
148_148_xxx,0.128,0.128,0.128,0.128
149_149_xxx,1.556,1.556,0.9,0.9
150_150_xxx,1.556,1.556,0.9,0.9
151_151_xxx,1.556,1.556,0.9,0.9
152_152_xxx,0.128,0.128,0.128,0.128
153_153_xxx,0.128,0.128,0.128,0.128
154_154_xxx,1.556,1.556,0.9,0.9
155_155_xxx,1.556,1.556,0.9,0.9
156_156_xxx,1.556,1.556,0.9,0.9
